Level;EventID
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;18
4;26
4;11
4;26
4;11
4;7
4;1
4;1
4;1
4;7
4;7
4;9
4;9
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;13
4;13
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;7
4;13
4;13
4;12
4;1
4;7
4;7
4;7
4;7
4;7
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;13
4;1
4;1
4;1
4;13
4;1
4;1
4;1
4;7
4;18
4;18
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;12
4;12
4;12
4;12
4;7
4;7
4;12
4;12
4;12
4;12
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;12
4;12
4;12
4;7
4;12
4;12
4;12
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;7
4;1
4;7
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;26
4;11
4;12
4;12
4;12
4;7
4;13
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;13
4;1
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;13
4;1
4;1
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;7
4;1
4;1
4;22
4;22
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;11
4;11
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;1
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;7
4;12
4;1
4;7
4;12
4;12
4;12
4;12
4;12
4;13
4;13
4;7
4;1
4;1
4;12
4;12
4;7
4;1
4;1
4;7
4;7
4;1
4;1
4;7
4;12
4;12
4;12
4;1
4;1
4;1
4;1
4;1
4;7
4;12
4;13
4;13
4;1
4;12
4;12
4;13
4;1
4;12
4;13
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;1
4;7
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;13
4;13
4;12
4;1
4;13
4;13
4;1
4;12
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;7
4;7
4;7
4;13
4;13
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;18
4;26
4;11
4;1
4;12
4;12
4;12
4;13
4;1
4;1
4;1
4;23
4;13
4;13
4;1
4;7
4;7
4;12
4;13
4;12
4;13
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;7
4;7
4;9
4;9
4;1
4;1
4;1
4;1
4;13
4;13
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;13
4;13
4;13
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;12
4;12
4;1
4;12
4;12
4;1
4;1
4;1
4;1
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;7
4;7
4;1
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;12
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;7
4;1
4;1
4;7
4;12
4;7
4;7
4;7
4;1
4;1
4;12
4;13
4;7
4;7
4;12
4;13
4;13
4;26
4;11
4;13
4;13
4;13
4;1
4;1
4;1
4;5
4;13
4;11
4;12
4;12
4;12
4;12
4;13
4;12
4;12
4;13
4;12
4;12
4;12
4;12
4;12
4;13
4;13
4;13
4;13
4;1
4;22
4;12
4;12
4;13
4;13
4;13
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;1
4;1
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;1
4;12
4;7
4;12
4;13
4;12
4;13
4;12
4;13
4;13
4;12
4;13
4;7
4;12
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;12
4;12
4;7
4;7
4;7
4;7
4;12
4;13
4;12
4;13
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;1
4;1
4;12
4;13
4;7
4;7
4;1
4;1
4;1
4;7
4;12
4;1
4;1
4;1
4;1
4;7
4;1
4;1
4;13
4;13
4;13
4;12
4;13
4;1
4;1
4;1
4;1
4;7
4;1
4;1
4;1
4;1
4;1
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;18
4;1
4;1
4;12
4;13
4;12
4;13
4;13
4;13
4;7
4;1
4;1
4;1
4;1
4;1
4;13
4;1
4;12
4;12
4;9
4;9
4;12
4;12
4;12
4;12
4;9
4;9
4;12
4;12
4;1
4;1
4;1
4;1
4;1
4;12
4;12
4;12
4;12
4;13
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;13
4;1
4;1
4;1
4;1
4;13
4;13
4;13
4;13
4;1
4;5
4;13
4;1
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;13
4;12
4;12
4;12
4;12
4;12
4;12
4;13
4;13
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;7
4;7
4;26
4;11
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;9
4;9
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;26
4;11
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;1
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;1
4;12
4;13
4;12
4;12
4;13
4;12
4;12
4;12
4;12
4;13
4;12
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;9
4;9
4;12
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;7
4;7
4;1
4;1
4;1
4;1
4;1
4;1
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;1
4;12
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;1
4;1
4;1
4;7
4;7
4;7
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;1
4;1
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;9
4;9
4;9
4;9
4;9
4;9
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;7
4;7
4;12
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;13
4;7
4;7
4;7
4;7
4;12
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;12
4;7
4;7
4;7
4;12
4;12
4;7
4;7
4;11
4;7
4;7
4;7
4;7
4;7
4;7
4;7
4;18
4;7
4;7
4;3
4;3
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
